utterance_id,status,old_alignment_confidence,old_quality_tier,old_split,old_alignment_status,old_start_time,old_end_time,old_utterance_text,old_reason,new_alignment_confidence,new_quality_tier,new_split,new_alignment_status,new_start_time,new_end_time,new_utterance_text,new_reason
hear_2ef83c852251d65c_utt00728,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,04:06:38.220,04:06:41.820,"To my finding, it was.","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00762,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,04:23:12.740,04:23:13.840,So what is the question?,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00845,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,04:53:56.100,04:54:12.570,Do you agree on the fact that your colleague says that it is not the same handwriting?,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00869,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,05:02:22.890,05:02:38.490,And were you not surprised that this request was made to you again?,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00884,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,05:05:43.890,05:05:45.390,Yes.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00920,only_old,MEDIUM,B,train,fuzzy,05:20:35.790,05:20:53.860,"I don't get the question. Something there on top of? You have to repeat the question, please.","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt00926,only_old,MEDIUM,B,train,fuzzy,05:27:08.070,05:27:09.450,Yes.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt00964,only_new,,,,,,,,,MEDIUM,B,train,matched,05:40:40.030,05:41:10.030,I said the same kind -- the same pen movement that replicates itself on the image on the left; that is K0091667.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00965,only_old,HIGH,B,train,matched,05:40:54.570,05:41:10.450,So who told you that there was no cross there and that it was not done to your right? Where do you get this information from? Where do you base your argument on?,"usable because split=train, quality_tier=B, alignment_confidence=HIGH, and manual_review_required=NO | high_confidence because alignment_confidence=HIGH | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt00966,only_old,MEDIUM,B,train,fuzzy,05:41:10.070,05:41:12.210,Rephrase the question because I have not understood anything.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt00967,same,HIGH,B,train,matched,05:41:15.740,05:41:27.880,"You told us that what struck you after the link with the E is that there you go up, you come down, and you go up again. That is what I understood from what you told me.","usable because split=train, quality_tier=B, alignment_confidence=HIGH, and manual_review_required=NO | high_confidence because alignment_confidence=HIGH | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",MEDIUM,B,train,fuzzy,05:41:21.280,05:41:27.640,"You told us that what struck you after the link with the E is that there you go up, you come down, and you go up again. That is what I understood from what you told me.","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00968,same,MEDIUM,B,train,fuzzy,05:41:28.580,05:41:44.680,"(Microphones overlapping)… that it is the pen movement, the pen movement and the pen fluency with the crossbar combining with the letter E that I found too similar, and the same repeats itself on the image on the left.","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",MEDIUM,B,train,fuzzy,05:41:32.080,05:41:45.260,"(Microphones overlapping)… that it is the pen movement, the pen movement and the pen fluency with the crossbar combining with the letter E that I found too similar, and the same repeats itself on the image on the left.","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00969,only_old,MEDIUM,B,train,fuzzy,05:41:58.280,05:42:28.280,"We'll go to the link with the letter E. What you're talking of is the pen movement. Who tells you that there you go up, you come down and go to the middle, because I would like to know what makes it possible for you to suppose that this is not what you did; that is, you do not have two lines and a cross in the middle?","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt00979,only_new,,,,,,,,,MEDIUM,B,train,fuzzy,05:45:56.530,05:46:03.050,"So, for you, what is that letter?","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt00981,only_old,MEDIUM,B,train,fuzzy,05:45:57.890,05:46:06.010,So you analyse a character and you cannot tell us what is that letter?,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt01036,only_old,MEDIUM,B,train,matched,06:03:57.640,06:04:27.640,And I'm telling you that here below on this défense there is no accent.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",,,,,,,,
hear_2ef83c852251d65c_utt01047,same,MEDIUM,B,train,fuzzy,06:07:52.520,06:07:53.620,Yes.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",MEDIUM,B,train,fuzzy,06:07:52.540,06:07:53.640,Yes.,"usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
hear_2ef83c852251d65c_utt01062,same,MEDIUM,B,train,fuzzy,06:11:23.840,06:11:27.160,"9533, do you remember that, sir?","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition",MEDIUM,B,train,fuzzy,06:11:23.820,06:11:27.160,"9533, do you remember that, sir?","usable because split=train, quality_tier=B, alignment_confidence=MEDIUM, and manual_review_required=NO | medium_confidence because alignment_confidence=MEDIUM | video_valid because video_quality_status=VALID | audio_valid because audio_validation_status=VALID | split_train because the row belongs to the train partition"
